comment,offensive
اللہ پاک ہماری فوج کو ہمیشہ کامیاب کرے آمین,0
اللہ پاک ہماری فوج کو سلامت رکھے جن کہ دم قدم سے ہم آزاد فضاؤں میں سانس لے رہے ہیں۔ اور ملک کہ اندرونی و بیرونی دشمنوں کو نیست ونابوت کرے۔ سب بولو آمین @sadafnawaid @IamFahadia @dtnoorkhan @Talagangi_malik,0
اللہ پاک ہماری پاک فوج کو ہمیشہ سلامت رکھیں اور سر آصف غفور سر کو لمبی عمر عطاء فرمائیں اس بات کا دکھ ہے کہ اب سر DG ISPR نہیں لیکن اس بات کی بہت خوشی ہے سر کی ترقی ہوئی ہے اور دعا ہے اللہ پاک آپ کو مزید کامیابی عطاء فرمائیں آمین۔👍❤🇵🇰 #ThankYouSirAsifGhafoor,0
اللہ پاک ملک خدا داد پاکستان کو صدا سلامت رکھے۔آمین پاک فوج زندہ آباد آئی ایس آئی کے گمنام ہیروز کو سلام https://twitter.com/arynewsud/status/1220265621167931392 …,0
اللہ پاک کی بہت بڑی نعمت ہی پاک فوج پاکستان کے لیے جس کا کوئی نعم البدل نہیں ہے @TeamLC_Pakistan #WeStandBesidePakArmy pic.twitter.com/g7W20adTff,0
اللہ پاک فوج کے جوانوں کی حفاظت فرما,0
اللہ پاک فوج کا اور اس پاک دھرتی کا حامی و ناصر ہو۔ #ﷲ_اکبر #پاکستان_زندہ_باد 💚🇵🇰 #WeBleedPakArmy,0
اللہ پاک فوج جیسا ظرف ھم سب کو عطا کرے,0
اللہ پاک فرماتیں ھیں:- اور اپنے گھوڑے تیار رکھو تاں کہ دشمن پر تمھاری ھیبت بیٹھی رہیے جن کو تم جانتے ھو اور جن کو تم نہیں جانتے اور اللہ بہتر جاننے والا ھے۔۔۔ مضبوط فوج مضبوط ملک کی نشانی ھوتی ھے۔ پاکستانی افواج کی قدر کریں اور افواج کا ھاتھ بنیں۔ https://twitter.com/1000Gladiator/status/1223255331695927296 …,0
اللہ پاک شہیدوں کے درجات بلند فرمائے اور انکے لواحقین کو صبروجمیل عطاء کرے آمین پاک فوج ذندہ باد پاکستان پائندہ باد,0
اللہ پاک پاک فوج اور پاکستان کو ہیمشہ بلند رکھیں آمین,0
اللہ پاک بہترین بدلہ لینےوالا ہے جولوگ دوسروں کو فوج کاغدار کہتےتھےآج خودہی بےنقاب ہوتےجارہے ہیں بولو تے سہی نا یوتھئیوں 😂😂 pic.twitter.com/kOYDZ8SyTs,0
"اللہ پاک آپکو ہمیشہ خوش رکھے۔آپ پاک فوج کے ماتھے کا جھومر تھے،جھومر ہیں،جھومر رہیں گے انشاءاللہ ۔ https://twitter.com/peaceforchange/status/1217773690164850689 …",0
اللہ پاک آپ کو سلامت رکھے اور مزید ترقی نصیب کرے آپ پاک فوج اور پاکستان کی اِسی طرح خدمت کرتے رہیں آمین جزاک اللہ خیراً کثیرا سر جی صدا خُوش و خُرم رہیں آمین ثمہ آمین۔ پاکستان زندہ آباد پاک فوج پائندہ آباد سر آصف غفور زندہ آباد i miss you Sir,0
"اللہ پاک اس ملک پہ, اداروں پہ, عوام پہ, پاک فوج پہ اپنا خصوصی رحم و کرم فرما, اے اللہ تو بہترین حکمت والا ہے جو بگڑ گیا اسے سنوار دے اور ہمیں سیدھا راستہ دکھا. اندرونی بیرونی دشمنوں سے ہمیں نجات دے اور دشمنان اسلام و دشمنان رسول ﷺ کو نیست و نابود کر دے. آمین یا رب العالمین",0
اللہ بہتر جانتا ہے ان منافق لوگوں کو یہ سب لفافی ہیں جو ملک اور پاک فوج کے خلاف بیان دیتے ہیں,0
"اللہ آپ کو تاقیامت سلامت رکھے ،اللہ میری پاک فوج کو ہر طرح کی کامیابی عطا کرے امین",0
اللہ اکبر۔ پاک فوج زندہ باد❤️🇵🇰,0
"اللہ اکبر،،، بلکل شوق شہادت والےموت کو محبوب کی طرح عزیز رکھتے ہیں۔۔۔۔۔ پاکستان زندہ باد۔۔۔۔۔۔۔۔🇵🇰🇵🇰🇵🇰 پاک فوج پائندہ باد۔۔۔۔۔🇵🇰🇵🇰🇵🇰",0
اللہ اکبر اللہ اکبر اللہ شہداء کے درجات بلند فرمائے آمین ثم آمین پاک فوج زندہ باد پاکستان پائندہ باد,0
"اللہ اس ملک کو تاقیامت شاد باد رکھے دن دگنی رات چوگنی ترق دے۔ اور اس میں رہنے والوں کو اتفاق ، اتحاد، ایمان اور محبت کی دولت سے مالا مال کرے۔۔ Ameen💕🇵🇰🌹💯❤ پاک فوج کو سلام❤💚 #WeStandBesidePakArmy",0
الله پاک ہماری پاک فوج اور پاکستان کو خوش حال اور سلامت رکھے آمین,0
الله پاک اس ٹویٹ کرنے والے کو ہدایت دے جو جنرل صاحب کے نام سے جعلی اکاؤنٹ چلا رہا ہے پاکستان زندہ باد پاک فوج پائندہ باد.,0
الللہ پاک ھمارے ملک اور ھمارے پاک فوج کو سلامت رکھے,0
الل پاک آپ کو کامیاب کرے سر اور آپ پاکستان کی آواز بن جائیں امین اور دنیا کو اس بات کا اندازہ ہو جاے کہ پاک فوج کی طاقت ہی نہی پاکستان کی پہچان بھی ہے,0
اللّہ پاک ہمارے ملک پاکستان کی حفاظت فرمائے پاک فوج کی قربانیوں کو اللّہ پاک سرخرو کرے انکی ہر مشکل آسان ہو,0
اللّہ پاک افواجِ پاکستان کا سایہ قوم کہ سروں پر سلامت رکھے پاک فوج زندہ باد پاکستان پاٸندہ باد pic.twitter.com/rbyHGU5wGW,0
اللّه پاک کا شکر گزار ہے کہ پاکستان میں ایسے مجاھد موجود ہیں جو بغیر کسی لالچ کے پاکستان پاک فوج اور وزیر اعظم پاکستان کیلئے ہر وقت لڑتے ہے ملک دشمن عناصر سے ۔ انشاء اللّه ہم لڑتے رہیں گے اور اب بھی تیار ہیں پاکستان زندہ باد 🌹🇵🇰🌹💪,0
اللّٰہ کریں ابھی ان کو پاک فوج کی قدر آ جائے,0
"اللّٰہ سلامت رکھے پاک فوج کو، ہور کجھ۔۔۔",0
اللّٰہ سلامت رکھے آپ کو سر پاکستان ذندہ باد پاک فوج ذندہ باد,0
اللّٰہ تعالیٰ کے فضل سے ہم مسلمان ہیں اور ہمارا ایمان پختہ ہو تو انشاء اللہ ایک کے مقابلے 200 جہاز بھی تباہ کریں گے انشاء اللہ پاک فوج زندہ آباد پاکستان ایئر فورس زندہ باد پاکستان نیوی زندہ باد پاکستان پائندہ باد,0
اللّٰہ تعالٰی مزید کامیابیوں سے نوازے باعثِ فخر پاکستان پاک فوج زندہ باد 🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰,0
اللّٰہ پاک فوج کو سلامت رکھے آمین پاکستان زندہ باد🌷 پاک فوج زندہ باد🌷,0
اللّٰہ پاک شہداء کے درجات بلند فرمائے اور ان کے اہل وعیال کو صبر جمیل عطاء فرمائے آمین ثم آمین !! پاک فوج زندہ باد 🇵🇰 آئی ایس آئی زندہ باد 🇵🇰 پاکستان پائندہ باد🇵🇰,0
اللّٰہ آپ کو سلامت رکھے آپ ہمارے دلوں پر راج کرتے ہیں اور خدمات اور آپکا شاندار انداز بیان اک سحر رکھتاہے اللّٰہ پاک اآپکو اور پاک فوج کو ہر میدان میں فتح نصیب کرے,0
السلام و علیکم ورحمتہ اللہ وبرکاتہ جمعہ مبارک 🌹🙏🌹 اللّٰہ تعالیٰ پاکستان کشمیر پاک فوج کو اپنی حفظ و امان میں رکھے اللّٰہ تعالیٰ بہنوں بیٹیوں بچوں کو ظالم درندوں کے شر سے محفوظ فرما اللّٰہ تعالیٰ جو بہنیں رشتوں کے انتظار میں گھروں میں بیٹھی ھیں ان کو اچھے رشتے عطا فرما آمین,0
السلام و علیکم ورحمتہ اللہ وبرکاتہ Happy Wednesday🌹🙏 اللّٰہ تعالیٰ پاکستان کشمیر پاک فوج کو اپنی حفظ و امان میں رکھے اللّٰہ تعالیٰ تما م مسلمانوں کو کرونا وائرس کے شر سے محفوظ فرما اللّٰہ تعالیٰ جو بہنیں رشتوں کے انتظار میں گھروں میں بیٹھی ھیں ان کو اچھے رشتے عطا فرما آمین,0
السلام و علیکم ورحمتہ اللہ وبرکاتہ happy Sunday 🌹 اللّٰہ تعالیٰ پاکستان کشمیر پاک فوج کو اپنی حفظ و امان میں رکھے اللّٰہ تعالیٰ بہنوں بیٹیوں بچوں کو ظالم درندوں کے شر سے محفوظ فرما اللّٰہ تعالیٰ جو بہنیں رشتوں کے انتظار میں گھروں میں بیٹھی ھیں ان کو اچھے رشتے عطا فرما آمین,0
السلام و علیکم ورحمتہ اللہ وبرکاتہ Good morning🌹 Happy Monday 🌹 اللّٰہ تعالیٰ پاکستان کشمیر پاک فوج کو اپنی حفظ و امان میں رکھے اللّٰہ تعالیٰ تمام ماؤں بہنوں بیٹیوں بھائیوں کو ظالم درندوں کے شر سے محفوظ رکھے اپنی غلطی ماننے کی عادت ڈالیں اور سوری کریں آمین یا رب العالمین,0
السلام و علیکم ورحمتہ اللہ وبرکاتہ Good morning 🎉🎉🎉🎉🎉 Happy Thursday🌹🎊🎊 اللّٰہ تعالیٰ پاکستان کشمیر پاک فوج کو اپنی حفظ و امان میں رکھے اللّٰہ تعالیٰ تمام ماؤں بہنوں بیٹیوں بھائیوں کو ظالم درندوں کے شر سے محفوظ رکھے اپنی غلطی ماننے کی عادت ڈالیں آمین یا رب العالمین,0
السلام علیکم۔ہمیں چاہیں ایسے سوشل ایکٹیویسٹ جو سوشل میڈیا پر پاک فوج کا دفاع کر سکیں اورحکومت کاساتھ دینےکےعلاوہ حکومت میں جو کوتاہیاں ہوں ان کی نشاندہی کریں اور اپنے ملک کابھرپور دفاع کر سکیں ۔ہماری ٹیم @Jzba_e_Pakistan میں شامل ہونے کے لیے کمنٹ میں YES لکھیں۔ (شکریہ) pic.twitter.com/hsKXkJeriY,0
السلام علیکم!! ہمیں چاہیئے کچھ ایکٹیو ممبرز جو ہمارے ساتھ اس معاشرے کی اصلاح میں ہمارا ساتھ دیں۔ پاک فوج اور خان کا دفاع کر سکیں اور پاکستان کے غداروں کا مقابلہ کرسکیں۔ ہماری ٹیم #جذبۂ_پاکستان میں ایڈ ہونے کے لیے کمنٹ میں yes لکھیں @itsfarmankhan @tmuneerkamboh pic.twitter.com/ATzgvXhcHw,0
السلام علیکم یہ ایک حقیقت ہے آج یہ کہ سوشل میڈیا پر پاک فوج کا دفاع کرنا سیاست نہیں بلکہ حقیقی محبت ہے پاک فوج دشمن اسلام اور پاکستان کا دشمن ہے میں آخری دم تک پاکستان کی وفادار رہوں گی اور آپ بھی اپنا حق ادا کریں پاکستان سے پیار کرنے والے ضرور لائک کریں ۔۔ pic.twitter.com/SaWRfPt2vM,0
السلام علیکم میں آصف نذیر خان اس بات کا اعلان کرتا ھوں کہ اپنے ایماندار سچے لیڈر وزیراعظم عمران خان اور پاک فوج کیساتھ کھڑا تھااور کھڑا رھونگا اور اس کرپٹ مافیہ کیخلاف جنگ کے اس اھم سال 2020 میں خان کی کمزوری نھیں طاقت بنونگا نام تبدیل کرکے اپنا نام لکھیں ریٹویٹ کریں #NBC,0
"السلام علیکم ملک کے جانباز جو ملک کے دفاع کے لیے کسی چیز کو خاطر میں نہ لاتے ہوں، پاک فوج اور حکومت کیلئے کام کرنے کے لیے ہر دم تیار رہیں۔ ففتھ جنریشن وار کا حصہ بنیں اور آئی کے فورس کا ساتھ دیں۔ کمنٹ میں پاکستان زندہ باد پاک آرمی پائندہ باد لکھیں میں آپکو ایڈ کروں گا ٹیم میں pic.twitter.com/bf9pnk8iBv",0
"السلام علیکم محب وطن پاکستانیو!   اگر اپ پاک فوج اور ائی ایس آئی کے خلاف جاری ڈس انفارمیشن وار اور پروپیگنڈے کا جواب دینا چاہتے ہیں،   عمران خان کی سپورٹ اور ان کی غلطیوں کی نشاندہی کرنا چاہتے ہیں،  کشمیر کے لیے آواز اٹھانا چاہتے ہیں،   تو ہمیں جوائن کریں!  👇👇",0
"السلام علیکم پاکستانیو اگر آپ پاک فوج کے خلاف جاری ڈس انفارمیشن وار اور پروپیگنڈے کا جواب دینا چاہتے ہیں، عمران خان کی سپورٹ اور غلطیوں کی نشاندہی کرنا چاہتے ہیں، کشمیر پر ناانصافیوں پر آواز اٹھانا چاہتے ہیں؟ تو ہمیں جوائن کریں! 👇👇 ⁦@TeamISPofficial⁩ @Ranairfan2020",0
"السلام علیکم پاکستان ہمارے سپاہی ہماری پہچان، ہمارے غازی ہماری امید، ہمارے شہداء ہمارا فخر، پاک فوج زندہ باد پاکستان ہمیشہ پائندہ باد 🇵🇰 ♥️♥️💞 @IamSteyr @BeingJovial @_____Traveller pic.twitter.com/0HiAjLgfv9",0
"السلام علیکم !! پاکستان تحریک انصاف کے تمام ورکرز جو سوشل میڈیا پر پارٹی اور ملک کیلئے کام کرنا چاہتے ہیں،پاک فوج اور اپنی پارٹی کا دفاع کرنا چاہتے ہیں، اس کے علاوہ اپنے سوشل میڈیا کے استعمال کو بامقصد بنانا چاہتے ہیں تواس ٹویٹ کے ریپلائی میں YES لکھ کر (@TeamISF_)کاحصّہ بنیں pic.twitter.com/kfMRLnJAzD",0
السلام عليكم ورحمة الله وبركاته جہاں رہیں سلامت و خوش رہیں اللہ پاکـــ آپ سب کو اور همارے پیارے مُلکـــ کو اپنی حفظ و امان اور رحمتوں کــے سائبان میں رکهـــےآمین پاک فوج زندہ باد پاکستان پائندہ باد 🇵🇰 #PakArmy #PakistanArmy #PakistanZindabad pic.twitter.com/YewX7ab1h1,0
السلام عليكم میں سیدہ شیرازی حلفیہ اقرار کرتی ہوں کے پاک فوج اور عمران خان اور آصف صاحب کے خلاف جو لوگ نا زیبا الفاظ استعمال کرتے ہیں چا ہے وو پٹواری ہی کیوں نہ ہوں میری ایڈ ی میں قدم بھی نہ رکھیں میں ان کو کچھ بھی کہنا اپنی توہین سمجھتی ہوں 🙋🙋😍,0
السلام عليكم پاکستان 🇵🇰 جہاں رهیں سلامت و خوش رهیں اللہ پاکـــ آپ سب کو اور همارے پیارے مُلکـــ کو اپنی حفظ و امان اور رحمتوں کــے سائبان میں رکهـــےآمین پاک فوج زندہ باد پاکستان پائندہ باد #Pakistan #PakistanArmy #PakistanZindabad pic.twitter.com/oZkMJs6ubt,0
"السلام عليكم   آپ ہماری ٹیم پاکستان والنٹیرزفورس ( @TeamPVFofficial ) کا حصہ بننا پسند کریں گے۔۔ ہماری ٹیم پاکستان،کشمیر،پاک فوج اور وزیر اعظم عمران خان کے لیے کام کرتی ہے۔۔",0
السلام پاکستان سے پیار کرنے والے پاک فوج اور آئی ایس آئی کا حوصلہ بلند کرنے والوں آپ ہمیشہ خوش رہیں,0
"السلام اعلیکم دوستو! میں اللہ کو حاضر ناظر جان کر سچ بول رہا ہوں کل رات کو میں نے ایک خواب دیکھا، کہ پاک فوج اور PTM کے درمیان مناظرہ ہو رہا تھا۔ پاک فوج کی طرف سے آصف غفور صاحب تھے اور ایک بندہ PTM کی طرف سے تھا مناظرے سے پہلے یہ بات طے ہو چکی تھی کہ جو بھی گرمجوشی سے👇👇👇",0
الحمدللہ۔۔۔ شکریہ پاک فوج! #PakArmyZindabad,0
الحمدللہ پاک فوج کو اللہ نے بہت صلاحیتوں سے نوازا ہے,0
الحمدللہ پاک فوج کا ہر جرنل اپنا ایک خاص مقام رکھتا ہے جو بھی آنے والے ہیں وہ بھی پاک فوج کے ببر شیر ہیں۔,0
الحمدللہ امن بحالی کے بعد تعمیر و ترقی کا سفر کامیابی سے جاری ہے اور اس کا سارا کریڈٹ ہماری بہادر افواج کو جاتا ہے! پاک فوج زندہ باد پاکستان پائندہ باد #PakistanZindabad 🇵🇰,0
الحمدللہ ۔۔۔ ہم سب پاک فوج کے ساتھ اس کا حصہ ہوں گے۔۔ ان شاءاللہ,0
الحمداللہ ھمارے اباو اجداد افغان تھے لیکن تقسیم کے بعد ھم پاکستان کا حصہ رھے اور جیسا کہ پٹھان کی شان ھوتی ھے وفاداری نبھانہ نہ کہ ھندووں کی طرح پیٹ پیچھے سے وار کرنا ھماری ساری وفاداریاں پاک فوج اور آئ ایس آئ کے ساتھ ھے اور مرتے دم تک رھیں گے کیونکہ یہ واحد اسلامی ادارہ ھے ۔,0
الحمداللہ ہم پاکستانی ہیں پاک فوج آئی ایس آئی کا دفاع کرنا ہمیں خوب آتا ہے ہم تمہاری طرح ہرامی نہیں,0
الحمداللہ مین غزوہ ہند کےمجاہد کا کور ہوں مین پاک فوج کا سول سپاہی ہوں۔ کیوں کہ۔ اے پتر ہٹاں تے نیں وک دے۔,0
الحمداللہ شکریہ پاک فوج شکریہ عمران خان #PakistanZindabad #PakArmy,0
الحمداللہ دنیا کی نمبر ون ہماری پاک فوج 😍 . pic.twitter.com/isskGdSHZM,0
الحمداللہ پاک فوج کی کاوشوں سے امن لوٹ آیا ہے #ArrestManzoorAllies pic.twitter.com/ByMBI5Xklo,0
الحمداللہ / بطور DGISPR عہدے کا انچارج سنبھال لیا ہے۔ سب دوستو کی طرف سے کا شکر گزار ہوں۔DGISPR انشاءاللہ دشمن کو ہر محاذ پر شکست دیں گے۔DGISPR #پاک_فوج_زندہ_باد @OfficialDGISPR @cnni @sheikhsafina @arynewsud @BBCUrdu @ambrinmaria @AmarahVirk @AmandaSHansen @amksfriends7,0
الحمدالله ہم تیار ہیں اور ہمارے نبی کریم ﷺ کا فرمان بھی یہی ہے کہ ہر وقت تیار رہو ہماری پاک فوج اپنی پیغمبر اسلام حضرت محمد مصطفی ﷺ کے حکم کی تعمیل کرتی ہے پاک فوج زندہ باد پاکستان پائندہ باد 🇵🇰🇵🇰🇵🇰🇵🇰,0
"الحمدالله پاکستان کا دورہ بہت کامیاب رہا، میں شکریہ ادا کرنا چاہتا ہوں پاکستانی عوام کا، خاصکر پاکستانی علماء، حکومت اور اداروں کا جنہوں نے اتنی محبت دی۔ وه ہر تنظیم جو پاکستان کے خلاف کام کرے ہمارا اُس سے کوئی تعلق نہیں۔ پاکستان زندہ باد، پاک فوج زندہ باد.",0
"الحمداللّٰہ، رب باری تعالی نے پاکستان اور پاکستانی قوم کو دنیا کی بہترین صلاحیت رکھنے والی محب وطن فوج سے نوازا ہے ہر محب وطن پاکستانی کا فرض ہے کہ وہ پاک افواج کی حمایت میں انکے شانہ بشانہ کھڑے ہوں تاکہ دشمن کو علم ہو کہ پاک افواج صرف فوج نہیں بلکہ للکار ہے #WeStandBesidePakArmy",0
الحمد للہ یہ سب ہماری سکیورٹی فورسز کی بھر محنت اور قربانیوں کا ثمرہ ہے کہ آج دنیا ہمارے ملک کو ایک محفوظ ملک لے طور پر دیکھنے لگی ہے... پاکستان زندہ باد پاک فوج پائندہ باد @OfficialDGISPR pic.twitter.com/R0pCXevRiZ,0
الحمد للہ اللہ پاک نے پاکستان کو دلیر فوج دی ہے جو ہر محاذ پر دشمن کو شکست دینا جانتی ہے #ArrestManzoorAllies,0
الحمد للہ ۔۔ صرف سپورٹ نہیں ہم چلو جان سے پاک فوج کے ساتھ ہیں۔۔,0
الحمد اللہ کیونکہ پاک فوج اس پاک سر زمین کے وہ سپوت ہے جو دشمن سے گھبرانا نہیں جانتے,0
"اگرچہ آئین پاکستان میں جبری فوجی بھرتی کی گنجائش موجود ہے، لیکن اسے کبھی استعمال نہیں کیا گیا۔ پاک فوج بشمولِ پاک بحریہ اور پاک فضائیہ کے دُنیا کی ساتویں بڑی فوج ہے۔ #WeStandBesidePakArmy",0
اگر یہ کام ISI نے کیا ھے تو مانو نمبر ون ھے۔ پاک فوج کو سلام,0
اگر یہ ڈیفنس ہاؤسنگ پاک بری فوج کا پراجیکٹ ہوتا تو ہر پلاٹ کی فائلیں ایڈوانس میں پاکستان کے ہر پراپرٹی ڈیلر بلیک میں اڈوانس بیچ چکا ہوتا - ائر فورس کو بھی اب کاروباری دھندے میں لگارہے ہیں,0
اگر وزیرستان میں دہشتگردی اور برے حالات نہ ہوتے تو پھر آپ کا اعتراض جائز تھا۔ پاک فوج اور عوام کے خون نے پرامن بنایا۔امن مبارک قربانیوں کے صدقے۔ PTM  واپس انہی حالات کی طرف لے جانے کے لئے بھرپور کوشش کر رہی ہے۔,0
اگر ھم نہ آســـکے تو ان سے کہــہ دیـنا کـہ ھـم نے آپنا آج تمھارے کل کے لیـے قربان کر دیا پاک فوج زندہ باد 💕❤ pic.twitter.com/OzRqAv1bqL,0
اگر ہندوستان جنگ شروع کر دی تو پاک فوج ختم کریں گے سلام پاک فوج ⁦❤️⁩ #DGISPR,0
اگر ہر تجھ جیسے بھونکنے والے کتے کو پتھر مارا جائے تو سفر لمبا ہو جاتا ہے۔ پاک فوج زندہ باد🇵🇰❤️,0
"اگر میں نے سچ بولنا شروع کر دیا تو آپ کئی کئی فٹ اچھلنا شروع کر دینگے اور آخر میں بدتمیزی کا فتوی لگا دینگے، میں یہاں بحث و مباحثہ کرنے نہیں بیٹھی، پاک فوج میرا غرور میرا فخر ہے اور اسکے کسی ادنی ملازم تک کے خلاف مجھے کوئی بات برداشت نہیں اپنی دانشوری اپنے پاس رکھیں۔",0
"اگر گھر کے مرد سے کام نہیں ہوتا تو اس کا غصہ کہیں اور نکالیں، سب سے بڑا، طاقتور، اتھرا ہی ڈھونڈ رہی ہو ایسے ہی لگتا ہے، اشتھار دو خود کے لئے کوئی مسئلہ نہیں پر تم جیسی گندی نسل کی تسکین کے لئے پاک فوج کے سوئیپر بھی فارغ نہیں ۔۔۔ بڑا، طاقتور، اتھرا کہیں اور سے ڈھونڈ لو",0
اگر کوئی یہ سوچ رہے ہیں کہ فیصل واوڈ کو پارٹی سے بےدخل کر دیا جائے گا یا وزارت چھین لی جائے گی یا پاک فوج کے ادارے کی طرف سے فیصل واوڈ کو معافی مانگنے کے لیے کہا جائے گا تو وہ یہ سن لیں فیصل واوڈ کو سب معاف ہے #BanVawda pic.twitter.com/0OTf5Cr6L8,0
اگر کوئی تم سے پوچھے کہ شہزادے کیسے ہوتے ہیں تو کہنا میری پاک فوج کے جوانوں جیسے 💗 pic.twitter.com/x7BGzxpwqq,0
اگر فیصل واڈا پروگرام میں جوتا لے ہی گیا تھا تو ن لیگ اور پیپلزپارٹی کو سیلوٹ کرنا چاہیے تھا تاکہ ان کی طرف سے پاک فوج پر لگائے گئے الزامات کی تلافی ہو جاتی,0
"اگر عوام شکریہ پاک فوج کے نعرے لگاتی ہے تو اس میں تکلیف والی کیا بات ہے؟ فوج نے تو کبھی احسان نہیں جتایا، یہ عوام کی محبت ہے۔ اس محبت سے جلنے والے ابد تک جلتے رہیں گے ان شاءاللہ",0
اگر عمران خان کا ساتھ فوج دے رہی ہے تو میرا یقین عمران خان پر اور بھی پختہ ہو گیا کیوں کہ پاک فوج کبھی غدار کا ساتھ نہیں دیتی,0
اگر علی وزیر کہے گا کہ پاک افغان بھاڑ کو تھوڑ کر اِس سے پاک فوج کو پھانسی دینی ہے تو اس کا جواب سب پاکستانیوں پر فرض ہے,0
اگر طوائف کے بچے کی پہچان کرنی ہو تو اس کے سامنے پاک فوج کا نعرہ لگا دو,0
اگر دل پاکستان ہے تو جان پاک فوج ہے,0
اگر خدانخواستہ ملک پر کوئی مشکل وقت آیا تو ملک بچانے اور جان دینے مارخور ہی میدان میں ہوں گے۔ حرام خور اور ہوا خور لندن فرار ہو جائیں گے۔ لہذا افواج پاکستان اور مارخور کی قدر کریں۔ پاک فوج زندہ باد😍😍 پاکستان پائندہ باد🇵🇰🇵🇰 @OfficialDGISPR @peaceforchange @ImranKhanPTI,0
اگر خدا ناخواستہ پاک فوج نہیں ہوتی تو ابھی انڈین آرمی تیری پھدی مار رہی ہوتی 😤,0
اگر خدا فطرت شناس دے تجھکو سکوت سنگ خشت سے گل و لالا پیدا کر اقبال کے اس شعر کو عملی جامعہ پہنانے والے پاک فوج کے بہادر میجر آصف غفور کی خدمات کبھی فراموش نہیں کی سکتی۔ @peaceforchange #WeSaluteAsifGhafoor,0
اگر تو اتنی سچی ہے تو وہاں سے بھاگی کیوں کم نسل ابھی پارٹی شروع ہوئئ ہے انشاءاللہ پاک آرمی ختم کرے گئ اور ہر پاکستانی پاک فوج کے ساتھ ہے پاکستان زندہ باد پاک آرمی پائیدار باد 🇵🇰🇵🇰🇵🇰🇵🇰,0
"اگر تم جیسی 2 ٹکے کی گشتی کو اس بدزبانی پہ بھی فوج کچھ نہیں کہتی تو پھر یہ دنیا کی سب سے اچھی آرمی ھےاور ڈسپلن آرمی ھے، یہ بات تم صرف ایک بار انڈیا جا کر بھونک کر دکھاو مجھے، صبح تک تمھاری انتڑیاں چھوٹے پیشاب کے راستے باہر آجائیں گی، احسان مانو پاکستان کا اور پاک آرمی کا",0
"اگر تم پاکستانیوں کے عسکری رحجان، 1947 سے لاحق بھارتی خطرے اور پاک فوج کے رول کو نہیں جانتے تو تم پڑھے لکھے جاھل ھو - لیکن میرا خیال ھے تم یہ سب جانتے ھو، البتہ نظریاتی ولدیت بدل لینے کے بعد مجبور ھو کہ معاملات کو ایک نۓ انداز مین دیکھو اور سوچو -",0
اگر پوری پاک فوج کو ایسے سنّت رسولؐ داڑھی رکھوادی جاۓ تو ایسے بارُعب چہروں کاکوئی بھی کافر سامنا نہیں کر پاۓ گا انشاء اللہ جواتفاق کرتےہیں وہ شئیرکریں pic.twitter.com/tk80NqyQEW,0
اگر پاکستانی فوج نا ہوتی تو اب تک تم سب گاۓ موتر پی رہے ہوتے۔دلیوں۔❤️😎 پاک آرمی زندآباد @PakArmyWing,0
اگر پاکستان کی ترقی کے لئے کوئی ادارہ. اس. وقت کوششیں کر رہا ہے اور اس کو محفوظ تر بنانے کے لیے تو وہ پاک فوج ہے #خوش_آمدید_DGISPR pic.twitter.com/5fVSJUZJi5,0
اگر پاک فوج مظبوط نہ ہوتی تو تم جیسے دشمن کے ایجنٹ اور دشمن ایجینسیوں کی رکھیل کب کا اس ملک کو بیچ چکے ہوتے۔ https://twitter.com/GulBukhari/status/1219753483110428677 …,0
اگر پاک فوج کے بوٹ کی توہین پر @Kashifabbasiary کے شو پر پاپندی لگ سکتی ہے تو صحابہ کرام ؓ کی گستاخی پر کیوں نہیں کیا فوج صحابہ ؓ سے زیادہ مقدس ہے ؟؟؟؟؟؟ #BanndAbbTakkNews,0
اگر پاک فوج غنڈہ ہوتی تو ان جیسوں کی کیا جرات کہ یہ اس طرح فوج پر بھونکتے یا پھر یہ فوج سے بھی بڑے غنڈے ہیں؟,0
اگر پاک فوج بقول آپ کے غنڈا ہوتی تو آپ جیسے لوگوں کو یہاں بکواس کر نے کی جرات نہ ہوتی,0
"اگر پاک افواج اپنی جانوں کے نذرانے پیش نہ کریں تو ہمارا حال آج لیبیا،. شام، عراق، افغانستان جیسا ہوتا مگر سلام ہے اس پاک فوج پر جو ہمارے لئے صرف ہمارے لیے جان قربان کر دیتی ہے آج میں یہ ٹویٹ اپنی پاک فوج کی بدولت کر رہا ہوں کیونکہ میں ان کی وجہ سے زندہ ہوں #Team_Defenders pic.twitter.com/aEbRgG8Atz",0
"اگر آج پاکستان شام ،لبیا، لبنان،مصر، یمن نہیں بنا تو اسکی ایک ہی وجہ ہے کہ پاک فوج اور آئی ایس آئی ہمارے محافظ ہیں۔ آرمی دشمن مافیا میں شامل، صحافی، ججز، بیرو کریٹ، تاجر اور دوسرے آرمی دشمن بیرونی ایجنڈے پر پاک آرمی کو کمزور کرنا چاہتے ہیں۔ #صحافی_خرید_لو pic.twitter.com/K4SAMlGcLb",0
اگر آپ میں ہلکی کوئی رمق ہے تو یہ بتائیں کہ اس میں نواز شریف کا کوئی کردار ہے پاک فوج زندہ باد اور اب عمران خان زندہ باد https://twitter.com/SiddiquiAsaad/status/1220703054628118528 …,0
